source_id,Institution (bolded name),Webpage,(2nd line),(3rd line),Address Line 1 (Street or Box Number),Address Line 2 (Room/Suite),City,State,Zip Code,Phone,Best email contact,Summary Description of Map Collection,Questions / Notes / Comments,Region ID,Regional Coordinator,Status,Date of last update,Addtional Note
401,Oregon Institute of Technology,www.oit.edu/lbry,Library,Maps,3201 Campus Dr.,,Klamath Falls,OR,97601-8801,541-885-1772,libtech@oit.edu,"Small collection that includes maps on Oregon, and some maps in University Archives.",,10,Melinda Sandkam,2nd attempt,1/26/21,
402,Eastern Oregon University,https://library.eou.edu/,Pierce Library,,One University Boulevard,,La Grande,OR,97850-2899,541-962-3546,srowland@eou.edu,"Small collection of maps on Oregon and the Pacific Northwest, primarily within government documents.","given Sarah Rowland;s email on 10/28/20, sent 1st request to her",10,Melinda Sandkam,2nd attempt,1/26/21,
404,Columbia River Inter-Tribal Fish Commission,https://www.critfc.org/blog/projects/streamnet-library/,StreamNet Library,,700 NE Multnomah St.,Suite 1200,Portland,OR,97232,503-238-0667,fdsk@critfc.org,Small collection of maps and atlases on Columbia River basin fisheries and ecosystems. ,,10,melinda Sandkam,2nd attempt,1/26/21,
405,Lewis and Clark College,https://library.lclark.edu/maps,Aubrey Watzek Library,Special Collections,0615 SW Palatine Hill Road,,Portland,OR,97219,503-768-7758,librarian@lclark.edu,"Small collection of maps in Special Collections, supporting research into those collections.",,10,melinda Sandkam,2nd attempt,1/26/21,
407,Oregon Department of Geology and Mineral Industries,www.oregongeology.org,Publications Center,,800 NE Orgegon Street,Suite 965,Portland,OR,97232,971-673-1555,dogami-info@oregon.gov,Collection contains new and historical maps and documents on geological and mineral resources and studies in Oregon.,,10,melinda Sandkam,2nd attempt,1/26/21,
408,Oregon Historical Soceity,https://www.ohs.org/research-and-library/,Research Library,Maps Collections,1200 SW Park Avenue,,Portland,OR,97205,503-222-1741,libreference@ohs.org,"The Map Collection contains over 25,000 maps that focus on Western exploration and the Oregon Territory. Available types of maps include those of the Oregon Territory, the state, cities and counties, and special subjects such as mining, forestry, railroads, coasts and rivers, soils, farmlands, land claims, Native Americans and explorations. Strong Sanborn map collection covering Portland.",,10,Melinda Sandkam,2nd attempt,1/26/21,
409,Portland State University,https://guides.library.pdx.edu/maps,Millar Library,,1875 SW Park Avenue,,Portland,OR,97207,503-725-2399,brobins@pdx.edu,"Map collection consists of atlases, topographic maps, aeronautical and nautical charts, geological maps, thematic maps, and travel maps of the World and the United States.",,10,Melinda Sandkam,2nd attempt,1/26/21,
406,Multnomah County Library,www.multcolib.org,Central LIbrary,,801 SW 10th Avenue,,Portland,OR,97205,503-988-5123,ejd@multco.us,"Small collection featuring the Portland area and Oregon, plus some materials on the United States and other countries.","responded with Pauline's contact on 10/27/20, sent survey",10,Melinda Sandkam,completed,1/1/21,
410,Oregon State Library,https://www.oregon.gov/Library/collections/Pages/default.aspx,,,250 Winter St. NE,,Salem,OR,97301,503-378-4243,dave.b.hegeman@slo.oregon.gov,"Over 7,000 maps primarily covering Oregon. Maps held in main map collection with some in Special Collections.",,10,Melinda Sandkam,completed by institution,10/27/20,
413,Lehigh University,https://lts.lehigh.edu/lehigh-libraries,Fairchild Martindale Library,Government Documents,8A East Packer Avenue,,Bethlehem,PA,18015,610-758-5337,,Small collection of primarily government document maps.,,3,,Not started,,
411,Moravian College,www.home.moravian.edu,Earth Science Collection,,1200 Main Street,,Bethlehem,PA,18018-6650,610-861-1440,,Small collection of maps and atlases.,,3,,Not started,,
412,Moravian College,https://www.moravian.edu/reeves,Reeves Library,,1200 Main Street,,Bethlehem,PA,18018,610-861-1543,libref@moravian.edu,Small collection of atlases supporting general studies.,,3,,Not started,,
415,,www.statelibrary.state.pa.us,Pennsylvania State Library,,333 Market Street,,Harrisburg,PA,17126,717-783-5950,,,,3,,Not started,,
416,Pennsylvania Historical and Museum Commission,https://www.phmc.pa.gov/Archives/Research-Online/Pages/Maps.aspx,Pennsylvania State Archives,,300 North Street,,Harrisburg,PA,17120,717-787-3362,,"Strong historic map collection on Pennsylvania cities and counties, surveys, cadastral maps, birdseye maps, transportation, etc.",,3,,Not started,,
417,Kutztown University,www.kutztown.edu/library/maps.htm,Rohrbach Library,,15200 Kutztown Road,Building 5,Kutztown,PA,19530,610-683-4480,,Small collection of maps and atlases on a variety of topics. Includes Sanborn maps for Pennsylvania cities.,,3,,Not started,,
418,Franklin and Marshall College,https://library.fandm.edu/c.php?g=935392&p=6742932,Martin Library of the Sciences,,P.O. Box 3003,,Lancaster,PA,17604-3003,717-356-4225,,Small collection of maps primarily covering Europe from the late 18th to early 20th centuries. Most maps are held by the Archives & Special Collections Dept.,,3,,Not started,,
423,Library Company of Philadelphia,www.librarycompany.org,Graphic Arts Department,,1314 Locust Street,,Philadelphia,PA,19107,215-546-3181,,Strong historical map collection covering the development of Philadelphia from the 17th century to the present.,,3,,Not started,,
420,Academy of Natural Sciences of Drexel University,www.acnatsci.org/library,Academy Library and Archives,,1900 Benjanmin Franklin Parkway,,Philidelphia,PA,19103,215-299-1040,library@ansp.org,Strong scientific map collection with historic maps and other resources from the 16th century to the present.,,3,,Not started,,
421,Free Library of Philidelphia,https://libwww.freelibrary.org/locations/departments/map-collection,Map Collection,,1901 Vine Street,,Philidelphia,PA,19103,215-686-5397,erefmap@freelibrary.org,"This multidisciplinary collection of cartographic materials, housing over 130,000 current and historical maps, covering every area of the world, with a focus on Philadelphia and adjacent regions.",,3,,Not started,,
422,Historical Society of Pennsylvania,www.hsp.org,Library and Collections,Archives Dept.,1300 Locust Street,,Philidelphia,PA,19107,215-732-6200,chutto@hsp.org,"Small collection of maps, primarily located in the archives and covering the Philadelphia area.",,3,,Not started,,
424,Historical Society of Western Pennsylvania,www.pghhistory.org,Detre Library and Archives,,1212 Smallman Street,,Pittsburgh,PA,15222,412-454-6364,library@heinzhistorycenter.org,Small collection of maps illustrating the history of Pittsburgh and the western Pennsylvania region. Highlights include its industrialization and economic development.,,3,,Not started,,
425,University of Pittsburgh,https://pitt.libguides.com/hillman_maps,Hillman Library,Map Collection,3960 Forbes Avenue,,Pittsburgh,PA,15260,412-648-3925,clemery@pitt.edu,"Map collection covers a wide variety of topics and geographic areas that support academic programs, including numerous pre-1800 titles. Map collection is stored off-site and requires physical retrieval.",,3,,Not started,,
426,Pennsylvania State University,www.libraries.psu.edu/emsl,Fletcher L. Byrom Earth and Mineral Sciences Library,,105 Dieke Building,,University Park,PA,16802,814-865-9517,,,,3,,Not started,,
427,Pennsylvania State University,www.libraries.psu.edu/maps,University Libraries,Maps Library,001 Central Pattee Library,,University Park,PA,16802,814-863-0094,,,,3,,Not started,,
428,West Chester University,https://library.wcupa.edu/gdm/maps,Francis Harvey Green Library,Mather Cartographic Resource Center,25 West Rosedale Avenue,,West Chester,PA,19383,610-436-4400,wcressler@wcupa.edu,Small collection of primarily government document maps covering a variety of geographic areas.,,3,,Not started,,
429,Office of Surface Mining Reclamation and Enforcement,www.mmr.osmre.gov,National Mine Map Repository,,3 Parkway Center,,Pittsburgh,PA,15220,412-937-2833,nmmr@osmre.gov,"Over 180,000 mine maps for all types of abandoned mines in the United States, from 1790 to the present. The NMMR, established in 1969, is charged with maintaining an archive of all closed and abandoned mine maps from throughout the country.",,3,,Not started,,
430,University of Rhode Island,https://web.uri.edu/library/collections/government-publications/,Robert L. Carothers Library,Government Publications,15 Lippit Road,,Kingston,RI,02881,401-874-4610,dmongeau@uri.edu,Government documents map collection with some focus on Rhode Island.,,1,,Not started,,
431,Providence Public Library,www.provlib.org,,,150 Empire Street,,Providence,RI,02903,401-455-8000,pplref@provlib.org,"Small collection of maps and atlases on a variety of areas and subjects, with a focus on Rhode Island and surrounding states. Includes an archival collection of published and unpublished maps and other resources on Providence specifically, and Rhode Island generally.",,1,,Not started,,
432,Rhode Island College,www.ric.edu/adamslibrary,James P. Adams Library,,600 Mount Pleasant Avenue,,Providence,RI,02908,401-456-8126,,Small collection of maps and atlases on a variety of areas and subjects.,,1,,Not started,,
433,Rhode Island Historical Society,www.rihs.org/libraryhome.html,Rhode Island Map Collection,,110 Benevolent Street,,Providence,RI,02906,401-273-8107 x410,reference@rihs.org,"Strong historical collection on Rhode Island history, with materials dating from colonial times to the present.",,1,,Not started,,
434,Anderson County Public Library,www.andersonlibrary.org,South Carolina Room,,300 North McDiffie Street,,Anderson,SC,29621,864-260-4500,cweislo@andersonlibrary.org,"Small collection of maps and atlases on South Carolina, plus other general topics.",,4,Valerie Glenn,2nd attempt,2/24/2023,
435,Beaufort County Library,https://www.beaufortcountylibrary.org/beaufort-district-collection,Beaufort Branch Library,Beaufort District Collection,311 Scott Street,,Beaufort,SC,29902,843-255-6468,,"Small collection of maps on the ""old historic Beaufort District"" in Lowcountry South Carolina. ",,4,Valerie Glenn,completed by institution,7/26/2021,
436,Charleston County Public Library,www.ccpl.org/south-carolina-history,Main LIbrary,South Carolina Room,68 Calhoun Street,,Charleston,SC,29401,843-805-6930,,"Small collection on Charleston, Charleston County, and Lowcountry South Carolina. Includes genealogy and other subjects.",,4,Valerie Glenn,completed by institution,7/16/2021,
437,Charleston Library Society,https://charlestonlibrarysociety.org/special-collections-1,Archives and Special Collections,,164 King Street,,Charleston,SC,29401,843-723-9912,lhayes@charlestonlibrarysociety.org,"Strong historical collection on the history of South Carolina's Lowcountry area, including about 500 maps and plats. Includes material on Charleston and Charleston County.",,4,Valerie Glenn,completed by institution,5/12/2021,
438,Charleston Museum,www.charlestonmuseum.org,Archives,,360 Meeting Street,,Charleston,SC,29403,843-722-2996,info@charlestonmuseum.org,Small collection of supporting maps that document the history of Charleston.,,4,Valerie Glenn,1st attempt,2/24/2023,
429,Citadel Military College,https://www.citadel.edu/root/cadet-library,Daniel Library,,171 Moultrie Street,,Charleston,SC,29409,843-953-6845,reference@citadel.edu,"Collection of maps and atlases on American military history and other wars. Also includes maps from the GPO and other sources on public lands, census, and boundaries. ",,4,Valerie Glenn,inactive,2/24/2023,"No longer have a map collection, per email dated 2/27/2023"
440,South Carolina Historical Society,www.schistory.org,,,100 Meeting Street,,Charleston,SC,29401,843-723-3225,library@schsonline.org,,,4,Valerie Glenn,2nd attempt,2/24/2023,
443,South Carolina Department of Archives and History,https://scdah.sc.gov/,Reference Services,,8301 Parklane Road,,Columbia,SC,29223,803-896-6196,,Primarily maps relating to the formation of counties in South Carolina.,Fixed URL and added collection info.,4,Valerie Glenn,1st attempt,3/2/2023,
444,University of South Carolina,https://sc.edu/about/offices_and_divisions/university_libraries/browse/government_info_maps/index.php,South Caroliniana Library,Cataloging,1322 Greene Street,,Columbia,SC,29208,803-777-2948,docsref@mailbox.sc.edu,"Regional Federal Depository Library for U.S. government i
nformation and South Carolina’s only European Union 
depository library. Also have collections of maps on microform",Updated URL. Added Email and collection info.,4,Valerie Glenn,1st attempt,2/24/2023,
445,University of South Carolina,https://sc.edu/about/offices_and_divisions/university_libraries/about/locations/tcl/index.php,Thomas Cooper Library,Map Library,1322 Greene Streer,,Columbia,SC,29208,803-777-4866,docsref@mailbox.sc.edu,See Above,Updated URL. Added Email and collection info.,4,Valerie Glenn,1st attempt,2/24/2023,
442,Richland County Public Library,https://www.richlandlibrary.com/main,Walker Local History Room,,1413 Assembly Street,,Columbus,SC,29201,803-799-9084,,,Original URL was 'under construction.' Rerouted to home page.,4,Valerie Glenn,completed by institution,2/24/2023,
446,Coastal Carolina University,www.coastal.edu/library,Kimbel Library,,,P.O. Box 261954,Conway,SC,29528-6054,843-349-2400,asklib@coastal.edu,,Expanded zip code. Fixed phone number (was fax number). Added contact info.,4,Valerie Glenn,1st attempt,2/24/2023,
447,Georgetown County Library,https://sc-georgetowncounty.civicplus.com/187/Georgetown-County-Library,,,405 Cleland Street,,Georegtown,SC,29440,843-545-3300,,,Fixed URL,4,Valerie Glenn,1st attempt,2/24/2023,
448,Furman University,https://libguides.furman.edu/history/maps-current/historical,James B. Duke Library,History: Maps- Current and Historical,3300 Poinsett Highway,,Greenville,SC,29613,864-294-2190,specialcollections@furman.edu,,Fixed URL. Added Email,4,Valerie Glenn,1st attempt,2/24/2023,
449,Greensville County Library System,https://www.greenvillelibrary.org/sc-room,South Carolina Room - Government Documents Section,,25 Heritage Green Place,,Greenville,SC,29601,864-527-9212,asklibrarian@greenvillelibrary.org,,Updated URL and Phone  Added Email.,4,Valerie Glenn,1st attempt,2/24/2023,
450,Lauren's County Library,www.lcpl.org,Laurens County Historical Room,,1017 West Main Street,,Laurens,SC,29360,864-681-7323,https://www.lcpl.org/contact-us,,Updated Phone Added contact info.,4,Valerie Glenn,inactive,3/6/2023,"Notes from respondent: ""We really don't have any significant collection of maps at this time.  I believe that Elaine Martin would have been the contact for this in 2006, and she passed away several years ago.  This library has undergone changes since then, especially in our local history room.I wish that we had more to offer.  Thank you for the contact, but I would ask that our library be left off the online guide."""
451,Winthrop University,https://libguides.library.winthrop.edu/govdocs,Dacus Library,Government Documents,824 Oakland Avenue,,Rock Hill,SC,29733,803-323-4501,"refdesk@winthrop.edu
mcleoda@winthrop.edu",Primarily USGS Maps,Updated Phone and Address. Added Emails and collection info.,4,Valerie Glenn,1st attempt,2/24/2023,
452,Spartanburg County Public Library,http://www.spartanburglibraries.org/Learning-Tools,Reference Department,,151 South Church Street,,Spartanburg,SC,29306,864-596-3518,,,Fixed URL,4,Valerie Glenn,1st attempt,3/2/2023,
454,South Dakota State Archives,https://history.sd.gov/Archives/,,,900 Governors Drive,,Pierre,SD,57501,605-773-3804,"Contacted various departments: archref@state.sd.us or Katy Schmidt, Curator of Collections katy.schmidt@state.sd.us",,Updated URL,8,Cheyenne Stradinger,2nd attempt,,
456,University of South Dakota,https://www.usd.edu/library,I.D. Weeks Library,,414 East Clark Street,,Vermillion,SD,57069,605-658-3380,doris.peterson@usd.edu or specoll@usd.edu,,"Updated URL, Address and Phone. Added Email.",8,Cheyenne Stradinger,completed by institution,9/21/2022,"USD responded back after 2nd email and said they don't have maps in regular collection, but forwarded email to Doris Peterson with the USD archives. Previously but not currently part South Dakota state depository program"
453,Hilton M. Briggs Library,http://libguides.sdstate.edu/c.php?g=281625&p=1876444,Government Documents,,1300 North Campus Drive,,Brookings,SD,57007-1098,605-688-4121,elizabeth.fox@sdstate.edu,,"Updated URL, Address and Phone. Added email",8,Cheyenne Stradinger,completed by institution,2022,Responded back immediatly and stated they were in the process of a large map project
455,South Dakota School of Mines and Technology,https://www.sdsmt.edu/Library/,Devereaux Library,,501 E St. Joseph St,,Rapid City,SD,57701-3995,605-394-2418,"Renee Ponzio updated the guide, renee.ponzio@sdsmt.edu. Can also contact library@sdsmt.edu",,Updated URL and Phone Added Email,8,Cheyenne Stradinger,completed by institution,,
458,Tennessee Valley Authority,https://www.tva.com/search-results?indexCatalogue=content-search&searchQuery=maps&wordsMode=AllWords,Map and Photo Records,,400 West Summit Hill Drive,,Knoxville,TN,37902,865-632-2101,tvainfo@tva.com,,Updated URL and Phone: Corrected typo in Zip Code. Added Email,4,Melinda (doing 1st & 2nd asks); Valerie Glenn,inactive,3/6/23,"""Unfortunately, TVA’s Map Store closed in 2013.  Generally we now refer those requesting maps to visit this website to either download a map or buy a topo map:  Topographic Maps | U.S. Geological Survey (usgs.gov). """
459,Austin Peay State University,http://library.apsu.edu/,Felix G. Woodward Library,,601 College Street,PO Box 4595,Clarksville,TN,37044,931-221-7346,Nicole Peay replied that she will take a look at survey as Resource Management/Government Documents Librarian resent link to woodn@apsu.edu ,,Updated URL. Added contact info and PO Box.,4,Melinda (doing 1st & 2nd asks),completed by institution,1/28/21,
460,Tennessee Technological University,https://www.tntech.edu/library/index.php,Angelo and Jennette Volpe Library and Media Center,,1 William L. Jones Dr.,,Cookeville,TN,38505,931-372-6107,sgaetjens@tntech.edu,,Updated Address and Phone. Added Email,4,Melinda (doing 1st & 2nd asks),completed by institution,2/20/23,
464,"United States Department of the Interior, Office of Surface Mining",https://www.arcc.osmre.gov/about/offices/kfo.shtm,Knoxville Field Office Geographic Information Systems (KFO GIS),,530 Gay Street SW,Suite 500,Knowxville,TN,37902,865-545-4103,mcastle@osmre.gov,,Updated URL. Added Email.,4,Melinda (doing 1st & 2nd asks); Valerie Glenn,2nd attempt,3/2/23,
462,Knox County Public Library,https://www.knoxlib.org/local-family-history/historical-resources/maps,,Calvin M. McClung Historical Collection,500 West Church Avenue,,Knoxville,TN,37902-2313,865-215-8750,ask a librarian email sent,Primarily local history,Updated address and Phone. dded collection info.,4,Melinda (doing 1st & 2nd asks); Valerie Glenn,2nd attempt,2/20/23,
463,Knoxville/Knox County Metropolitan Planning Commission,www.knoxmpc.org,Planning Commission Library,,400 Main Street,Suite 403,Knoxville,TN,37902,865-215-2500,contact@knoxplanning.org,"Plat Maps, Development Maps, Area and Region Maps",Added Email and collection info.,4,Melinda (doing 1st & 2nd asks),flagged,2/20/23,"In response to the 2nd message attempt I got the following response: ""We do not wish to participate in the map guide. We are a local government planning agency, and much of our small map collection is replicated at the University of Tennessee's map library and Knox County's McClung Collection"""
467,Memphis/Shelby County Public Library and Information Center,https://www.memphislibrary.org/learn/history/memphis-and-shelby-county-room/map-and-poster-collection/,Memphis and Shelby County Room,,3030 Poplar Avenue,,Memphis,TN,38111,901-415-2742,hisref@memphistn.gov email to history dept. was sent in reply to general inquiry; sent new iqnuriy on 1/28/21,,Updated URL. Added Email.,4,Melinda (doing 1st & 2nd asks),completed by institution,3/25/23,
468,University of Memphis,https://www.memphis.edu/libraries/resources/index.php,McWherter Library,,3785 Norriswood Ave,,Memphis,TN,38111,901-678-2208,,,Updated URL and Address. Corrected Phone number,4,Melinda (doing 1st & 2nd asks),2nd attempt,2/24/23,
469,Univeristy of Memphis,https://www.memphis.edu/libraries/special-collections/,McWherter Library,Special/Mississippi Valley Collections,3785 Norriswood Ave,,Memphis,TN,38111,901-678-2210,lib_sc@memphis.edu  ,,Updated URL,4,Melinda (doing 1st & 2nd asks),2nd attempt,2/24/23,
471,Vanderbilt University,https://www.library.vanderbilt.edu/science/,Stevenson Science and Engineering Library,,419 21st Avenue South,,Nashville,TN,37203-2427,615-322-2800,found Director Honora Eskridge honora.eskridge@vanderbilt.edu,"The vast majority of our map collection has been withdrawn in the last few years, so I don’t think Vanderbilt should be included in these guides. Jan 2021 from Honora Eskridge",Updated zip code,4,Melinda (see notes),inactive,1.28.21,
547,Chattanooga-Hamilton County Bicentennial Library,https://chattlibrary.org/resources/,Local History Map Collection,,1001 Broad Street,,Chattanooga,TN,37402,423-643-7700,localhistory@lib.chattanooga.gov,Suzette Reney,Updated URL and Phone. Corrected misspelling in address ,4,Melinda (doing 1st & 2nd asks),completed by institution,1/28/21,
461,East Tennessee State University,https://libraries.etsu.edu/home,Charles C. Sharrod Library,,344 JL Seehorne Jr Road,P.O. Box 78665,Johnson City,TN,37614-1701,423-439-4307,neasep@etsu.edu Paul Nease,,"Updated URL, Address, Zip Coad and Phone",4,Melinda (doing 1st & 2nd asks),completed by institution,1/28/21,
465,University of Tennessee,https://libguides.utk.edu/map/,Hoskins Library,Map Library,1015 Volunteer Blvd.,,Knoxville,TN,37996-4006,865-974-4351,gmarch@utk.edu,,Corrected error in phone number. Added Email,4,,completed by institution,,
470,Tennessee State Library and Archives,https://cdm15138.contentdm.oclc.org/customizations/global/pages/collections/maps/maps.html,Map Collection,,403 Seventh Avenue North,,Nashville,TN,37243,615-741-2764,zachary.keith@tn.gov,"Large, specialized collection of historical and Civil War maps",Updated URL. Added Email and collection info.,4,,completed by institution,3/25/21,
483,West Texas A & M University,https://www.wtamu.edu/library/govt/maps.shtml,Cornette Library,,110 26th Street,P.O. Box 60748,Canyon,TX,79016,806-651-2215,cottoson@wtamu.edu,,Updated URL. Added address. Corrected Phone.,6,Sierra Laddusaw,completed by RC,,
472,Abilene Christian University,https://www.acu.edu/library/departments/about-nav/special-collections.html,Brown Library,Texas Topographic Map Collection,221 Brown Library,ACU Box 29208,Abilene,TX,79699-9208,325-674-2344,http://asklibrary.acu.edu/,Small collection containing maps and atlases.,,6,Sierra Laddusaw,completed by institution,2/24/21,sent link: Laura Baker <bakerl@acu.edu>
476,"University of Texas, Arlington",https://libraries.uta.edu/locations/special-collections,Central Library,Special Collections,702 Planetarium Place,P O Box 19497,Arlington,TX,76019-0497,817-272-3395,spcoref@uta.edu,,"Updated URL, Address and Phone. Added email",6,Sierra Laddusaw,completed by institution,2/24/21,sent link huseman@exchange.uta.edu
477,"University of Texas, Arlington",https://libraries.uta.edu/collections/virginia-garrett-cartographic-history-library,Central Library,Virginia Garrett Cartographic History Library,702 Planetarium Place,P O Box 19497,Arlington,TX,76019-0497,817-272-3393,spcoref@uta.edu,"Thousands of maps and atlases, dating from 1493 to the
present. 2nd largest collection of maps related to Texas, 
the Gulf Coast and the Carribean.","Updated URL, Address and Phone. Added email and collection info.",6,Sierra Laddusaw,completed by institution,12/3/20,
484,Texas A&M University,https://library.tamu.edu/search/maps.html,Sterling C. Evans Library,Maps/GIS Department,400 Spence St,TAMU 5000,College Station,TX,77843-5000,(979) 845-3731,https://askus.library.tamu.edu/contact/index,,"Updated URL, Address and Phone. Added contact info.",6,Sierra Laddusaw,completed by institution,,
486,Dallas Public Library,https://dallaslibrary2.org/dallashistory/maps.php,Dallas History and Archives Division,,1515 Young Street,,Dallas,TX,75201,214-670-1435,genealogy@dallaslibrary.org,"collection includes approximately 5,000 maps of Dallas,
 Texas, and Texas communities and ranges in date from
 the Spanish Colonial era to the presen",Updated URL. Added Email and collection info.,6,Sierra Laddusaw,completed by institution,,
485,Dallas Public Library,https://dallaslibrary2.org/government/maps.php,J. Eric Jonsson Central Library,Government Information Center/Map Collections,1515 Young Street,6th Floor,Dallas,TX,75201,214-670-1468,government@dallaslibrary.org,"Comprehensive, public collections of topographic and city
 maps and atlases",Updated URL and Phone. Added Email and collection info.,6,Sierra Laddusaw,completed by institution,2/24/21,
487,Southern Methodist University,https://www.smu.edu/libraries/degolyer/Collections/Maps,DeGolyer Library,Historic Maps Collection,6404 Robert S. Hyer Lane,P.O. Box 750396,Dallas,TX,75205,214-768-3637,degolyer@smu.edu,,Updated URL and Phone. Adde Email.,6,Sierra Laddusaw,completed by institution,,
488,Southern Methodist University,www.smu.edu/cul/maps,Fondren Library,Edwin J. Foscue Map Library,6414 Robert S Hyer Lane,,Dallas,TX,75205,214-768-2329,maplibrary@list.smu.edu.,,"Updated URL, Phone and Address. Added Email.",6,Sierra Laddusaw,completed by institution,2/24/21,
473,Hardin-Simmons University,https://library.hsutx.edu/,Richardson Library,Williams Map Collection,2200 Hickory Street,,Abilene,TX,79698,325-670-1378,mary.burke@hsutx.edu,Medium-sized collection focusing on Texas.,,6,Sierra Laddusaw,completed by RC,2/24/21,
475,Brazoria County Historical Museum,https://www.brazoriacountytx.gov/departments/museum/collections,Adriance Reseach Library,,111 East Locust Street,,Angleton,TX,77515,979-864-1208,bchm@bchm.org,,"Updated URL address, and phone. Added email.",6,Sierra Laddusaw,completed by RC,2/24/21,bounced email
478,Texas State Library and Archives,https://www.tsl.texas.gov/arc/maps/introduction,Historic Map Collection,,1201 Brazos Street,P.O. Box 12907,Austin,TX,78711-2927,512-463-5480,info@tsl.texas.gov,"The Texas State Archives Map Collection contains original 
maps, reproductions, and compiled mapscovering the period 
from the early seventeenth century through the late twentieth 
century.",Updated URL and Address. Added email and collection info.,6,Sierra Laddusaw,completed by institution,4/19/2021,
480,"University of Texas, Austin",www.lib.utexas.edu/benson,Nettie Lee Benson Latin American Collection,Sid Richardson Hall,2300 Red River St.,SRH 1.109,Austin,TX,18719-1469,512-495-4520,blac@lib.utexas.edu,"Collection focuses on Mexico, Central and South America, the Caribbean and Latina/Latino presence in the United States","Updated Address, Phone and Zip Code. Added Email and collection description.",6,Kat Strickland,Not started,,
481,"University of Texas, Austin",https://legacy.lib.utexas.edu/maps/,Perry-Castaneda Library,Map Collection,101 East 21st Street,,Austin,TX,78713,512-495-4250,https://utexas.qualtrics.com/jfe/form/SV_5msGlw1OTCVAFHD,"General collection of more than 250,000 maps covering all areas
 of the world","Updated URL, Address and Phone. Added collection and contact info.",6,Kat Strickland,completed by institution,,
482,"University of Texas, Austin
Jacson Geological Sciences Bldg.",https://www.lib.utexas.edu/about/locations/geology,Walter Geology Library,Tobin Map Collection,Bldg. 4.202 East 23rd Street,JGB 4.202,Austin,TX,78712-1101,512-495-4680,,"The Tobin Map International Geological Collection  consists of
 more than 47,000 maps and map texts arranged
 geographically",Updated URL and Address. Added collection info.,6,Kat Strickland,completed by institution,,
489,University of North Texas,https://library.unt.edu/willis/,Willis Library,Map Collection,1506 W Highland St,P.O. Box 305190,Denton,TX,76203-5190,940-565-2870,SpecialCollections@unt.edu,,Updated URL and address. Added Email.,6,Sierra Laddusaw,1st attempt,7/26/2023,
490,"University of Texas, El Paso",www.libraryweb.utep.edu,University Library,,1900 Wiggins Way,,El Paso,TX,79968-0582,(915) 747-5672,cgaunce@utep.edu,,"Updated URL, Address and Phone. Added Emal.",6,Sierra Laddusaw,1st attempt,7/26/2023,
491,Lunar and Planetary Institute,www.lpi.usra.edu/library,,,3600 Bay Area Blvd,,Houston,TX,77058,281-486-2100,webmaster@lpi.usra.edu,,Added Email.,6,Sierra Laddusaw,completed by institution,4/19/2021,
492,Rice University,https://library.rice.edu/gov,Fondren Library,"Kelley Center for Government Information, Data and Geospatial Services",6100 Main,,Houston,TX,77005,713-348-5483,siuy@rice.edu,,Updated URL. Added Email.,6,Sierra Laddusaw,completed by institution,7/27/2023,
493,Texas Tech University,www.library.ttu.edu/ul/maps,University Library,,18th and Boston,,Lubbock,TX,79409-0002,806-742-2265,libraries.website@ttu.edu,"Collection houses maps from the United States Geological Survey, 
National Geospatial-Intelligence Agency (formerly NIMA), the National 
Oceanic and Atmospheric Administration, Central Intelligence Agency, 
and other federal agencies. The focus of the Maps Collection is Lubbock, 
the South Plains, and Texas",Updated URL and Phone. Added Email and collection info.,6,Sierra Laddusaw,completed by institution,4/19/2021,
494,Stephen F. Austin State University,https://library.sfasu.edu/etrc#/?_k=jou8vv,Ralph W. Steen Library,,905 E. Library Drive,,Nacogdoches,TX,75965,936 468-4636,kownslarej@sfasu.edu,,"Updated URL, Address and Phone. Added Email.",6,Sierra Laddusaw,1st attempt,7/25/2023,
495,"University of Texas, Dallas",www.utdallas.edu/library,Eugene McDermott Library,,800 West Campbell Road,,Richardson,TX,75080,972-883-2955,katie.robinson@utdallas.edu,,Updated Address. Added Email.,6,Sierra Laddusaw,completed by institution,7/27/2023,
496,Daughters of the Republic of Texas,https://www.drtinfo.org/drt-library,,,510 E. Anderson Lane,,Austin,TX,78752-1218,512-339-1997,Rhonda.Davila@Bexar.org,,"Updated URL, Address, Zip Coad and Phone. Added Email.",6,Sierra Laddusaw,1st attempt,7/27/2023,
497,Saint Mary's University,https://lib.stmarytx.edu/maps,Blume Library,,One Camino Santa Maria,,San Antonio,TX,78228-8608,210-436-3346,dduesterhoeft@stmarytx.edu,,"Updated URL, Address and Phone. Added Email.",6,Sierra Laddusaw,1st attempt,7/27/2023,
498,Baylor University,https://www.baylor.edu/lib/centrallib/,Moody Memorial Library,,1312 S 3rd St,,Waco,TX,76798,254-710-2112,libraryquestions@baylor.edu,,"Updated URL, Address and Phone. Added Email.",6,Sierra Laddusaw,completed by institution,4/19/2021,
499,Utah State University,http://libguides.usu.edu/govinfo/,Merrill Library,"Government Information
Department",3000 Old Main Hill,,Logan,UT,84322-3000,435-797-2684,jen.kirk@usu.edu,,"Updated URL, Department, and Address. Added Email.",8,DH,Not started,,
500,Utah State University,https://archives.usu.edu/,Merrill Library,Special Collections,3000 Old Main Hill,,Logan,UT,84322-3000,435-797-8248,scweb@usu.edu,,Updated URL and Phone. Added Email.,8,DH,Not started,,
